구분,과정구분,대계열,대계열코드,중계열,중계열코드,소계열,소계열코드,학과명,학과코드
나,4년제 대학,자연계열,5,생활과학,503,식품영양학,50302,바이오식품산업학부,U05030200278
나,4년제 대학,자연계열,5,생활과학,503,식품영양학,50302,건강・미용뷰티조리전공,U05030200279
나,4년제 대학,자연계열,5,생활과학,503,식품영양학,50302,제과・제빵전공,U05030200280
나,4년제 대학,자연계열,5,생활과학,503,식품영양학,50302,식품유통공학과,U05030200281
나,4년제 대학,자연계열,5,생활과학,503,식품영양학,50302,축산식품생명공학과,U05030200282
나,4년제 대학,자연계열,5,생활과학,503,식품영양학,50302,식품외식학과,U05030200283
나,4년제 대학,자연계열,5,생활과학,503,식품영양학,50302,글로벌조리비즈니스,U05030200284
나,4년제 대학,자연계열,5,생활과학,503,식품영양학,50302,식품산업융합학부,U05030200285
나,4년제 대학,자연계열,5,생활과학,503,의류ㆍ의상학,50303,외식영양・의류학부 의류학과,U05030300062
나,4년제 대학,자연계열,5,생활과학,503,의류ㆍ의상학,50303,토탈패션산업학과,U05030300063
나,4년제 대학,자연계열,5,수학ㆍ물리ㆍ천문ㆍ지리,504,수학,50401,응용수리과학부,U05040100091
나,4년제 대학,자연계열,5,수학ㆍ물리ㆍ천문ㆍ지리,504,수학,50401,데이터계산과학전공,U05040100092
나,4년제 대학,자연계열,5,수학ㆍ물리ㆍ천문ㆍ지리,504,수학,50401,수학・정보통계학부 수학전공,U05040100093
나,4년제 대학,자연계열,5,수학ㆍ물리ㆍ천문ㆍ지리,504,수학,50401,정보보안암호수학과,U05040100094
나,4년제 대학,자연계열,5,수학ㆍ물리ㆍ천문ㆍ지리,504,통계학,50402,국가통계전공,U05040200057
나,4년제 대학,자연계열,5,수학ㆍ물리ㆍ천문ㆍ지리,504,통계학,50402,수학・정보통계학부 정보통계학전공,U05040200058
나,4년제 대학,자연계열,5,수학ㆍ물리ㆍ천문ㆍ지리,504,통계학,50402,빅데이터전공,U05040200059
나,4년제 대학,자연계열,5,수학ㆍ물리ㆍ천문ㆍ지리,504,통계학,50402,데이터테크전공,U05040200060
나,4년제 대학,자연계열,5,수학ㆍ물리ㆍ천문ㆍ지리,504,통계학,50402,IT의료데이터과학전공,U05040200061
나,4년제 대학,자연계열,5,수학ㆍ물리ㆍ천문ㆍ지리,504,통계학,50402,데이터과학과,U05040200062
나,4년제 대학,자연계열,5,수학ㆍ물리ㆍ천문ㆍ지리,504,통계학,50402,통계데이터과학전공,U05040200063
나,4년제 대학,자연계열,5,수학ㆍ물리ㆍ천문ㆍ지리,504,물리ㆍ과학,50403,반도체물리전공,U05040300100
나,4년제 대학,자연계열,5,수학ㆍ물리ㆍ천문ㆍ지리,504,물리ㆍ과학,50403,나노재료,U05040300101
나,4년제 대학,자연계열,5,수학ㆍ물리ㆍ천문ㆍ지리,504,물리ㆍ과학,50403,물리·천문학부,U05040300102
나,4년제 대학,자연계열,5,수학ㆍ물리ㆍ천문ㆍ지리,504,물리ㆍ과학,50403,물리학-전자물리학 전공,U05040300103
나,4년제 대학,자연계열,5,수학ㆍ물리ㆍ천문ㆍ지리,504,물리ㆍ과학,50403,디스플레이·반도체물리학부,U05040300104
나,4년제 대학,자연계열,5,수학ㆍ물리ㆍ천문ㆍ지리,504,물리ㆍ과학,50403,디스플레이융합전공,U05040300105
나,4년제 대학,자연계열,5,수학ㆍ물리ㆍ천문ㆍ지리,504,교양자연과학,50406,MSC교육부,U05040600086
나,4년제 대학,자연계열,5,수학ㆍ물리ㆍ천문ㆍ지리,504,교양자연과학,50406,창의융합교육원(자연과학),U05040600087
나,4년제 대학,의약계열,6,의료,601,의학,60101,교양학부(의약계열),U06010100028
나,4년제 대학,의약계열,6,간호,602,간호학,60201,간호복지학부,U06020100026
나,4년제 대학,의약계열,6,치료ㆍ보건,604,보건학,60401,보건복지학과,U06040100089
나,4년제 대학,의약계열,6,치료ㆍ보건,604,보건학,60401,임상의약학과,U06040100090
나,4년제 대학,의약계열,6,치료ㆍ보건,604,보건학,60401,CRO임상시험학과,U06040100091
나,4년제 대학,의약계열,6,치료ㆍ보건,604,보건학,60401,건강돌봄디자인전공,U06040100092
나,4년제 대학,의약계열,6,치료ㆍ보건,604,재활학,60402,재활보건관리학과(자연),U06040200066
나,4년제 대학,의약계열,6,치료ㆍ보건,604,재활학,60402,치료・과학계열,U06040200067
나,4년제 대학,의약계열,6,치료ㆍ보건,604,재활학,60402,재활치료학부(언어치료학전공/심리재활학전공),U06040200068
나,4년제 대학,의약계열,6,치료ㆍ보건,604,재활학,60402,재활특수교육학과,U06040200069
나,4년제 대학,의약계열,6,치료ㆍ보건,604,의료공학,60403,의료IT공학전공,U06040300057
나,4년제 대학,의약계열,6,치료ㆍ보건,604,의료공학,60403,의료IT융합전공,U06040300058
나,4년제 대학,의약계열,6,치료ㆍ보건,604,의료공학,60403,휴먼기계바이오공학부,U06040300059
나,4년제 대학,의약계열,6,치료ㆍ보건,604,의료공학,60403,의학공학전공,U06040300060
나,4년제 대학,의약계열,6,치료ㆍ보건,604,의료공학,60403,바이오융합공학전공,U06040300061
나,4년제 대학,의약계열,6,치료ㆍ보건,604,의료공학,60403,의료시스템공학전공,U06040300062
나,4년제 대학,의약계열,6,치료ㆍ보건,604,의료공학,60403,의료IT학과,U06040300063
나,4년제 대학,예체능계열,7,디자인,701,디자인일반,70101,창의융합디자인학과,U07010100029
나,4년제 대학,예체능계열,7,디자인,701,디자인일반,70101,아트앤디자인학과,U07010100030
나,4년제 대학,예체능계열,7,디자인,701,디자인일반,70101,창업예술학부,U07010100031
나,4년제 대학,예체능계열,7,디자인,701,디자인일반,70101,ICT디자인학부,U07010100032
나,4년제 대학,예체능계열,7,디자인,701,산업디자인,70102,제품디자인공학전공,U07010200046
나,4년제 대학,예체능계열,7,디자인,701,시각디자인,70103,시각조형디자인학과,U07010300067
나,4년제 대학,예체능계열,7,디자인,701,시각디자인,70103,모바일미디어디자인전공,U07010300068
나,4년제 대학,예체능계열,7,디자인,701,시각디자인,70103,CG디자인학전공,U07010300069
나,4년제 대학,예체능계열,7,디자인,701,시각디자인,70103,커뮤니케이션디자인,U07010300070
나,4년제 대학,예체능계열,7,디자인,701,시각디자인,70103,유니버설비주얼디자인전공,U07010300071
나,4년제 대학,예체능계열,7,디자인,701,시각디자인,70103,미디어컨텐츠디자인학과,U07010300072
나,4년제 대학,예체능계열,7,디자인,701,시각디자인,70103,시각미디어디자인전공,U07010300073
나,4년제 대학,예체능계열,7,디자인,701,시각디자인,70103,게임테크디자인학과,U07010300074
나,4년제 대학,예체능계열,7,디자인,701,시각디자인,70103,복지융합인재학부 유니버설비주얼디자인전공,U07010300075
나,4년제 대학,예체능계열,7,디자인,701,패션디자인,70104,텍스타일디자인과,U07010400066
나,4년제 대학,예체능계열,7,디자인,701,패션디자인,70104,K-패션디자인전공,U07010400067
나,4년제 대학,예체능계열,7,디자인,701,패션디자인,70104,패션・주얼리학부,U07010400068
나,4년제 대학,예체능계열,7,디자인,701,패션디자인,70104,글로벌패션산업학부,U07010400069
나,4년제 대학,예체능계열,7,디자인,701,패션디자인,70104,패션디자인,U07010400070
나,4년제 대학,예체능계열,7,디자인,701,패션디자인,70104,글로벌패션디자인연출전공,U07010400071
나,4년제 대학,예체능계열,7,디자인,701,패션디자인,70104,패션뷰티디자인전공,U07010400072
나,4년제 대학,예체능계열,7,디자인,701,패션디자인,70104,패션스타일링학과,U07010400073
나,4년제 대학,예체능계열,7,디자인,701,기타디자인,70105,조형융합학부,U07010500401
나,4년제 대학,예체능계열,7,디자인,701,기타디자인,70105,생활공간디자인학과,U07010500402
나,4년제 대학,예체능계열,7,디자인,701,기타디자인,70105,융합디자인전공,U07010500403
나,4년제 대학,예체능계열,7,디자인,701,기타디자인,70105,디자인콘텐츠융합계열,U07010500404
나,4년제 대학,예체능계열,7,디자인,701,기타디자인,70105,문화콘텐츠디자인전공,U07010500405
나,4년제 대학,예체능계열,7,응용예술,702,공예,70201,미술학부 생활예술학과,U07020100070
나,4년제 대학,예체능계열,7,응용예술,702,공예,70201,공예디자인,U07020100071
나,4년제 대학,예체능계열,7,응용예술,702,사진ㆍ만화,70202,사진미디어과,U07020200095
나,4년제 대학,예체능계열,7,응용예술,702,영상ㆍ예술,70203,뷰티산업학부,U07020310003
나,4년제 대학,예체능계열,7,응용예술,702,영상ㆍ예술,70203,공연영상콘텐츠학과,U07020310004
나,4년제 대학,예체능계열,7,응용예술,702,영상ㆍ예술,70203,첨단미디어전공,U07020310005
나,4년제 대학,예체능계열,7,응용예술,702,영상ㆍ예술,70203,뷰티코스메틱학과,U07020310006
나,4년제 대학,예체능계열,7,응용예술,702,영상ㆍ예술,70203,방송·영상콘텐츠학과,U07020310007
나,4년제 대학,예체능계열,7,응용예술,702,영상ㆍ예술,70203,미디어영상제작학과,U07020310008
나,4년제 대학,예체능계열,7,응용예술,702,영상ㆍ예술,70203,뷰티디자인매니지먼트학과,U07020310009
나,4년제 대학,예체능계열,7,응용예술,702,영상ㆍ예술,70203,콘텐츠제작학부,U07020310010
나,4년제 대학,예체능계열,7,응용예술,702,영상ㆍ예술,70203,건강뷰티향장학과,U07020310011
나,4년제 대학,예체능계열,7,응용예술,702,영상ㆍ예술,70203,뷰티케어디자인학과,U07020310012
나,4년제 대학,예체능계열,7,응용예술,702,영상ㆍ예술,70203,뷰티향장학과,U07020310013
나,4년제 대학,예체능계열,7,응용예술,702,영상ㆍ예술,70203,문화컨텐츠테크놀러지,U07020310014
나,4년제 대학,예체능계열,7,응용예술,702,영상ㆍ예술,70203,다이나믹미디어전공,U07020310015
나,4년제 대학,예체능계열,7,응용예술,702,영상ㆍ예술,70203,뷰티테라피 & 메이크업학과,U07020310016
나,4년제 대학,예체능계열,7,응용예술,702,영상ㆍ예술,70203,헤어･메이크업 디자인학과,U07020310017
나,4년제 대학,예체능계열,7,응용예술,702,영상ㆍ예술,70203,방송콘텐츠학과,U07020310018
나,4년제 대학,예체능계열,7,응용예술,702,영상ㆍ예술,70203,패션.미용학부,U07020310019
나,4년제 대학,예체능계열,7,응용예술,702,영상ㆍ예술,70203,글로벌의료뷰티학과,U07020310020
나,4년제 대학,예체능계열,7,응용예술,702,영상ㆍ예술,70203,토탈뷰티케어학과,U07020310021
나,4년제 대학,예체능계열,7,응용예술,702,영상ㆍ예술,70203,뷰티산업학과,U07020310022
나,4년제 대학,예체능계열,7,응용예술,702,영상ㆍ예술,70203,창의융합교육원(예체능),U07020310023
나,4년제 대학,예체능계열,7,무용ㆍ체육,703,무용,70301,창조공연예술학부 무용전공,U07030100044
나,4년제 대학,예체능계열,7,무용ㆍ체육,703,무용,70301,스포츠・무용학부 무용예술학과,U07030100045
나,4년제 대학,예체능계열,7,무용ㆍ체육,703,체육,70302,스포츠비즈니스전공,U07030200372
나,4년제 대학,예체능계열,7,무용ㆍ체육,703,체육,70302,스포츠・무도학부,U07030200373
나,4년제 대학,예체능계열,7,무용ㆍ체육,703,체육,70302,스포츠과학부(골프스포츠산업트랙),U07030200374
나,4년제 대학,예체능계열,7,무용ㆍ체육,703,체육,70302,스포츠과학부(사회체육트랙),U07030200375
나,4년제 대학,예체능계열,7,무용ㆍ체육,703,체육,70302,레저힐링학부,U07030200376
나,4년제 대학,예체능계열,7,무용ㆍ체육,703,체육,70302,항노화헬스케어학과,U07030200377
나,4년제 대학,예체능계열,7,무용ㆍ체육,703,체육,70302,재활치료학부(특수체육학전공),U07030200378
나,4년제 대학,예체능계열,7,무용ㆍ체육,703,체육,70302,레저스포츠태권도학부,U07030200379
나,4년제 대학,예체능계열,7,무용ㆍ체육,703,체육,70302,스포츠・무용학부 스포츠건강관리학과,U07030200380
나,4년제 대학,예체능계열,7,무용ㆍ체육,703,체육,70302,스포츠문화전공,U07030200381
나,4년제 대학,예체능계열,7,무용ㆍ체육,703,체육,70302,스포츠코칭전공,U07030200382
나,4년제 대학,예체능계열,7,무용ㆍ체육,703,체육,70302,태권도복지학과,U07030200383
나,4년제 대학,예체능계열,7,무용ㆍ체육,703,체육,70302,헬스디자인학과,U07030200384
나,4년제 대학,예체능계열,7,무용ㆍ체육,703,체육,70302,건강운동관리학과,U07030200385
나,4년제 대학,예체능계열,7,무용ㆍ체육,703,체육,70302,스포츠응용산업학과,U07030200386
나,4년제 대학,예체능계열,7,무용ㆍ체육,703,체육,70302,생활스포츠건강학전공,U07030200387
나,4년제 대학,예체능계열,7,무용ㆍ체육,703,체육,70302,뷰티헬스케어학과,U07030200388
나,4년제 대학,예체능계열,7,무용ㆍ체육,703,체육,70302,실버복지스포츠학부,U07030200389
나,4년제 대학,예체능계열,7,무용ㆍ체육,703,체육,70302,실버스포츠학전공,U07030200390
나,4년제 대학,예체능계열,7,무용ㆍ체육,703,체육,70302,스포츠산업융합학부,U07030200391
나,4년제 대학,예체능계열,7,무용ㆍ체육,703,체육,70302,레저스포츠,U07030200392
나,4년제 대학,예체능계열,7,무용ㆍ체육,703,체육,70302,운동건강관리,U07030200393
나,4년제 대학,예체능계열,7,무용ㆍ체육,703,체육,70302,체육학,U07030200394
나,4년제 대학,예체능계열,7,무용ㆍ체육,703,체육,70302,스포츠레저산업학과,U07030200395
나,4년제 대학,예체능계열,7,무용ㆍ체육,703,체육,70302,경호스포츠학과,U07030200396
나,4년제 대학,예체능계열,7,무용ㆍ체육,703,체육,70302,스포츠재활복지전공,U07030200397
나,4년제 대학,예체능계열,7,무용ㆍ체육,703,체육,70302,스포츠과학부 태권도전공,U07030200398
나,4년제 대학,예체능계열,7,무용ㆍ체육,703,체육,70302,레저힐링학부 골프학전공,U07030200399
나,4년제 대학,예체능계열,7,무용ㆍ체육,703,체육,70302,레저힐링학부 레저스포츠학전공,U07030200400
나,4년제 대학,예체능계열,7,무용ㆍ체육,703,체육,70302,체육학부 합기도학전공,U07030200401
나,4년제 대학,예체능계열,7,무용ㆍ체육,703,체육,70302,복지융합인재학부 스포츠복지전공,U07030200402
나,4년제 대학,예체능계열,7,무용ㆍ체육,703,체육,70302,융합레포츠학과,U07030200403
나,4년제 대학,예체능계열,7,미술ㆍ조형,704,순수미술,70401,회화,U07040100105
나,4년제 대학,예체능계열,7,미술ㆍ조형,704,순수미술,70401,미술문화복지전공,U07040100106
나,4년제 대학,예체능계열,7,미술ㆍ조형,704,순수미술,70401,복지융합인재학부 미술문화복지전공,U07040100107
나,4년제 대학,예체능계열,7,미술ㆍ조형,704,응용미술,70402,디자인조형학과,U07040200054
나,4년제 대학,예체능계열,7,미술ㆍ조형,704,조형,70403,조형미술전공,U07040300055
나,4년제 대학,예체능계열,7,미술ㆍ조형,704,조형,70403,미술학부 조형예술학과,U07040300056
나,4년제 대학,예체능계열,7,연극ㆍ영화,705,연극ㆍ영화,70501,문화예술학부 뮤지컬전공,U07050110002
나,4년제 대학,예체능계열,7,연극ㆍ영화,705,연극ㆍ영화,70501,문화예술학부 연기예술전공,U07050110003
나,4년제 대학,예체능계열,7,연극ㆍ영화,705,연극ㆍ영화,70501,융합전공 공연예술전공,U07050110004
나,4년제 대학,예체능계열,7,연극ㆍ영화,705,연극ㆍ영화,70501,뮤지컬(방송연기)전공,U07050110005
나,4년제 대학,예체능계열,7,연극ㆍ영화,705,연극ㆍ영화,70501,공연영상문화예술학부,U07050110006
나,4년제 대학,예체능계열,7,연극ㆍ영화,705,연극ㆍ영화,70501,국제자유전공학부 영상연기&제작전공,U07050110007
나,4년제 대학,예체능계열,7,음악,706,음악학,70601,창조공연예술학부 음악전공,U07060100034
나,4년제 대학,예체능계열,7,음악,706,음악학,70601,공연음악학과,U07060100035
나,4년제 대학,예체능계열,7,음악,706,기악,70603,기악(연주)전공,U07060300109
나,4년제 대학,예체능계열,7,음악,706,성악,70604,성악・뮤지컬학과,U07060400032
나,4년제 대학,예체능계열,7,음악,706,기타음악,70606,음악콘텐츠학과,U07060600083
나,4년제 대학,예체능계열,7,음악,706,기타음악,70606,공연음악예술학부,U07060600084
나,4년제 대학,예체능계열,7,음악,706,기타음악,70606,뮤지컬ㆍ실용음악학과,U07060600085
나,4년제 대학,예체능계열,7,음악,706,기타음악,70606,보컬전공,U07060600086
다,대학원과정,인문계열,1,언어ㆍ문학,101,언어학,10101,통역번역학부,G01010100015
다,대학원과정,인문계열,1,언어ㆍ문학,101,국어ㆍ국문학,10102,효한국어교육학과,G01010200047
다,대학원과정,인문계열,1,언어ㆍ문학,101,국어ㆍ국문학,10102,KFLT(외국어로서의한국어번역전공),G01010200048
다,대학원과정,인문계열,1,언어ㆍ문학,101,중국어ㆍ문학,10104,한중비즈니스통번역학과,G01010400035
다,대학원과정,인문계열,1,언어ㆍ문학,101,기타 아시아어ㆍ문학,10105,인도.아세안어문번역학과,G01010500015
다,대학원과정,인문계열,1,언어ㆍ문학,101,스페인어ㆍ문학,10109,스페인・중남미학과,G01010900011
다,대학원과정,인문계열,1,언어ㆍ문학,101,프랑스어ㆍ문학,10110,프랑스・아프리카학과,G01011000013
다,대학원과정,인문계열,1,언어ㆍ문학,101,교양어ㆍ문학,10112,수어학,G01011200040
다,대학원과정,인문계열,1,언어ㆍ문학,101,교양어ㆍ문학,10112,수화언어통번역학과,G01011200041
다,대학원과정,인문계열,1,인문과학,102,문화ㆍ민속ㆍ미술사학,10202,지역문화기획전공,G01020200154
다,대학원과정,인문계열,1,인문과학,102,문화ㆍ민속ㆍ미술사학,10202,문화융합콘텐츠학과,G01020200155
다,대학원과정,인문계열,1,인문과학,102,문화ㆍ민속ㆍ미술사학,10202,문화관광산업전공,G01020200156
다,대학원과정,인문계열,1,인문과학,102,문화ㆍ민속ㆍ미술사학,10202,인터랙티브콘텐츠전공(학과간협동과정),G01020200157
다,대학원과정,인문계열,1,인문과학,102,문화ㆍ민속ㆍ미술사학,10202,국제차문화과학협동과정,G01020200158
다,대학원과정,인문계열,1,인문과학,102,문화ㆍ민속ㆍ미술사학,10202,문화재활용학과,G01020200159
다,대학원과정,인문계열,1,인문과학,102,문화ㆍ민속ㆍ미술사학,10202,기초인문학과,G01020200160
다,대학원과정,인문계열,1,인문과학,102,문화ㆍ민속ㆍ미술사학,10202,해양문화콘텐츠융복합전공,G01020200161
다,대학원과정,인문계열,1,인문과학,102,문화ㆍ민속ㆍ미술사학,10202,문화유산융합학과,G01020200162
다,대학원과정,인문계열,1,인문과학,102,문화ㆍ민속ㆍ미술사학,10202,문화재수리기술학과,G01020200163
다,대학원과정,인문계열,1,인문과학,102,문화ㆍ민속ㆍ미술사학,10202,문화매개전공,G01020200164
다,대학원과정,인문계열,1,인문과학,102,문화ㆍ민속ㆍ미술사학,10202,ICT콘텐츠학과,G01020200165
다,대학원과정,인문계열,1,인문과학,102,문화ㆍ민속ㆍ미술사학,10202,스포츠아트테인먼트학과,G01020200166
다,대학원과정,인문계열,1,인문과학,102,문화ㆍ민속ㆍ미술사학,10202,융합문화학과,G01020200167
다,대학원과정,인문계열,1,인문과학,102,심리학,10203,상담학(M.A.),G01020300083
다,대학원과정,인문계열,1,인문과학,102,심리학,10203,아동청소년상담,G01020300084
다,대학원과정,인문계열,1,인문과학,102,심리학,10203,예술치료교육및상담,G01020300085
다,대학원과정,인문계열,1,인문과학,102,심리학,10203,인재개발및조직상담,G01020300086
다,대학원과정,인문계열,1,인문과학,102,심리학,10203,상담및임상심리전공,G01020300087
다,대학원과정,인문계열,1,인문과학,102,심리학,10203,독서치료학과,G01020300088
다,대학원과정,인문계열,1,인문과학,102,심리학,10203,상담치료학과,G01020300089
다,대학원과정,인문계열,1,인문과학,102,심리학,10203,인지과학전공,G01020300090
다,대학원과정,인문계열,1,인문과학,102,심리학,10203,임상심리학전공,G01020300091
다,대학원과정,인문계열,1,인문과학,102,심리학,10203,문학・예술치료학과,G01020300092
다,대학원과정,인문계열,1,인문과학,102,역사ㆍ고고학,10204,문화유산학,G01020400037
다,대학원과정,인문계열,1,인문과학,102,종교학,10205,신학순결학과,G01020510003
다,대학원과정,인문계열,1,인문과학,102,종교학,10205,신학과(교역과정),G01020510004
다,대학원과정,인문계열,1,인문과학,102,종교학,10205,신학과(성서전문가과정),G01020510005
다,대학원과정,인문계열,1,인문과학,102,종교학,10205,신학과(전문학위성직과정),G01020510006
다,대학원과정,인문계열,1,인문과학,102,종교학,10205,산림치유선교학과,G01020510007
다,대학원과정,인문계열,1,인문과학,102,종교학,10205,밀알신학과,G01020510008
다,대학원과정,인문계열,1,인문과학,102,국제지역학,10206,중동・아프리카학과,G01020600143
다,대학원과정,인문계열,1,인문과학,102,국제지역학,10206,글로벌지역학협동과정,G01020600144
다,대학원과정,인문계열,1,인문과학,102,국제지역학,10206,국제한국학과,G01020600145
다,대학원과정,인문계열,1,인문과학,102,국제지역학,10206,동남아지역학과,G01020600146
다,대학원과정,인문계열,1,인문과학,102,국제지역학,10206,러시아・중앙아시아・인도지역학과,G01020600147
다,대학원과정,인문계열,1,인문과학,102,국제지역학,10206,유럽지역학과,G01020600148
다,대학원과정,인문계열,1,인문과학,102,국제지역학,10206,지중해지역학과,G01020600149
다,대학원과정,인문계열,1,인문과학,102,국제지역학,10206,아프리카·불어권언어문화학과,G01020600150
다,대학원과정,인문계열,1,인문과학,102,국제지역학,10206,국제지역학과 미국학전공,G01020600151
다,대학원과정,인문계열,1,인문과학,102,국제지역학,10206,국제지역학과 북한학전공,G01020600152
다,대학원과정,인문계열,1,인문과학,102,국제지역학,10206,국제지역학과 일본학전공,G01020600153
다,대학원과정,인문계열,1,인문과학,102,국제지역학,10206,국제지역학과 중국학전공,G01020600154
다,대학원과정,인문계열,1,인문과학,102,국제지역학,10206,인문정보학・인문지리학전공,G01020600155
다,대학원과정,인문계열,1,인문과학,102,철학ㆍ윤리학,10207,유교경전⋅한국사상전공,G01020700085
다,대학원과정,사회계열,2,경영ㆍ경제,201,경영학,20101,파이낸셜플래너경영학석사,G02010100906
다,대학원과정,사회계열,2,경영ㆍ경제,201,경영학,20101,빅데이터경영학석사,G02010100907
다,대학원과정,사회계열,2,경영ㆍ경제,201,경영학,20101,글로벌비즈니스경영학석사,G02010100908
다,대학원과정,사회계열,2,경영ㆍ경제,201,경영학,20101,글로벌벤처창업학과,G02010100909
다,대학원과정,사회계열,2,경영ㆍ경제,201,경영학,20101,빅데이터비즈니스학과,G02010100910
다,대학원과정,사회계열,2,경영ㆍ경제,201,경영학,20101,뉴미디어학부 미디어비즈니스전공,G02010100911
다,대학원과정,사회계열,2,경영ㆍ경제,201,경영학,20101,호텔・외식경영학과,G02010100912
다,대학원과정,사회계열,2,경영ㆍ경제,201,경영학,20101,국제의료관광마케팅학과,G02010100913
다,대학원과정,사회계열,2,경영ㆍ경제,201,경영학,20101,Dongguk Global MBA,G02010100914
다,대학원과정,사회계열,2,경영ㆍ경제,201,경영학,20101,Dongguk MBA,G02010100915
다,대학원과정,사회계열,2,경영ㆍ경제,201,경영학,20101,글로벌미래경영전공,G02010100916
다,대학원과정,사회계열,2,경영ㆍ경제,201,경영학,20101,앙트레프레너십경영전공,G02010100917
다,대학원과정,사회계열,2,경영ㆍ경제,201,경영학,20101,헬스케어경영전공,G02010100918
다,대학원과정,사회계열,2,경영ㆍ경제,201,경영학,20101,미래융합컨설팅학과,G02010100919
다,대학원과정,사회계열,2,경영ㆍ경제,201,경영학,20101,기업재난관리학과,G02010100920
다,대학원과정,사회계열,2,경영ㆍ경제,201,경영학,20101,지역전략정책학과,G02010100921
다,대학원과정,사회계열,2,경영ㆍ경제,201,경영학,20101,헬스케어MBA,G02010100922
다,대학원과정,사회계열,2,경영ㆍ경제,201,경영학,20101,협동조합MBA전공,G02010100923
다,대학원과정,사회계열,2,경영ㆍ경제,201,경영학,20101,경영학과_빅데이터경영전공,G02010100924
다,대학원과정,사회계열,2,경영ㆍ경제,201,경영학,20101,솔브릿지국제경영학과,G02010100925
다,대학원과정,사회계열,2,경영ㆍ경제,201,경영학,20101,고용서비스학과,G02010100926
다,대학원과정,사회계열,2,경영ㆍ경제,201,경영학,20101,식품외식학과,G02010100927
다,대학원과정,사회계열,2,경영ㆍ경제,201,경영학,20101,사회적기업학전공,G02010100928
다,대학원과정,사회계열,2,경영ㆍ경제,201,경영학,20101,안보・공익경영학과,G02010100929
다,대학원과정,사회계열,2,경영ㆍ경제,201,경영학,20101,마케팅 MBA,G02010100930
다,대학원과정,사회계열,2,경영ㆍ경제,201,경영학,20101,제병경영학과,G02010100931
다,대학원과정,사회계열,2,경영ㆍ경제,201,경영학,20101,주택도시경영학과,G02010100932
다,대학원과정,사회계열,2,경영ㆍ경제,201,경영학,20101,이그제큐티브MBA,G02010100933
다,대학원과정,사회계열,2,경영ㆍ경제,201,경영학,20101,글로벌외식경영학과(학과간 협동과정),G02010100934
다,대학원과정,사회계열,2,경영ㆍ경제,201,경영학,20101,CHA-Bio MBA,G02010100935
다,대학원과정,사회계열,2,경영ㆍ경제,201,경영학,20101,한중부동산컨설팅전공,G02010100936
다,대학원과정,사회계열,2,경영ㆍ경제,201,경영학,20101,스타트업비즈니스학과,G02010100937
다,대학원과정,사회계열,2,경영ㆍ경제,201,경영학,20101,혁신코칭컨설팅학과,G02010100938
다,대학원과정,사회계열,2,경영ㆍ경제,201,경영학,20101,머천다이징경영학과,G02010100939
다,대학원과정,사회계열,2,경영ㆍ경제,201,경영학,20101,이미지경영학과,G02010100940
다,대학원과정,사회계열,2,경영ㆍ경제,201,경영학,20101,세일즈경영학과,G02010100941
다,대학원과정,사회계열,2,경영ㆍ경제,201,경영학,20101,글로벌창업학과,G02010100942
다,대학원과정,사회계열,2,경영ㆍ경제,201,경영학,20101,경영.금융학과,G02010100943
다,대학원과정,사회계열,2,경영ㆍ경제,201,경영학,20101,사회적경제협동과정,G02010100944
다,대학원과정,사회계열,2,경영ㆍ경제,201,경제학,20102,지역공공경제학전공,G02010200105
다,대학원과정,사회계열,2,경영ㆍ경제,201,경제학,20102,금융・연금경제학과,G02010200106
다,대학원과정,사회계열,2,경영ㆍ경제,201,경제학,20102,국토경제학과,G02010200107
다,대학원과정,사회계열,2,경영ㆍ경제,201,관광학,20103,의료관광산업학과,G02010300059
다,대학원과정,사회계열,2,경영ㆍ경제,201,관광학,20103,외식・조리학과,G02010300060
다,대학원과정,사회계열,2,경영ㆍ경제,201,관광학,20103,관광・서비스경영학과,G02010300061
다,대학원과정,사회계열,2,경영ㆍ경제,201,관광학,20103,호텔외식관광전공,G02010300062
다,대학원과정,사회계열,2,경영ㆍ경제,201,광고ㆍ홍보학,20104,광고미디어 MBA,G02010400040
다,대학원과정,사회계열,2,경영ㆍ경제,201,금융ㆍ회계ㆍ세무학,20105,국제금융기술학과,G02010500167
다,대학원과정,사회계열,2,경영ㆍ경제,201,금융ㆍ회계ㆍ세무학,20105,수리금융전공,G02010500168
다,대학원과정,사회계열,2,경영ㆍ경제,201,금융ㆍ회계ㆍ세무학,20105,금융・부동산학과,G02010500169
다,대학원과정,사회계열,2,경영ㆍ경제,201,금융ㆍ회계ㆍ세무학,20105,Finance/Accounting MBA,G02010500170
다,대학원과정,사회계열,2,경영ㆍ경제,201,금융ㆍ회계ㆍ세무학,20105,글로벌금융경영학과,G02010500171
다,대학원과정,사회계열,2,경영ㆍ경제,201,금융ㆍ회계ㆍ세무학,20105,부동산・자산관리학과 금융・부동산자산관리전공,G02010500172
다,대학원과정,사회계열,2,경영ㆍ경제,201,무역ㆍ유통학,20106,국제경제통상학과,G02010600132
다,대학원과정,사회계열,2,경영ㆍ경제,201,무역ㆍ유통학,20106,글로벌무역통상학과,G02010600133
다,대학원과정,사회계열,2,경영ㆍ경제,201,무역ㆍ유통학,20106,통상물류학과,G02010600134
다,대학원과정,사회계열,2,경영ㆍ경제,201,무역ㆍ유통학,20106,동북아통상비지니스학과,G02010600135
